file_id,input_path,output_path,field,value,confidence,engine,regionCode,regionName,type,bbox,artifactLocalPath
MX-M3658N_20260813_185511_016.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_016.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_016.png,q14_score_text,70,0.8816475868225098,paddleocr,Q14,第14题解答题,score,"[125, 1215, 95, 65]",
MX-M3658N_20260813_185511_016.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_016.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_016.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1285, 1020, 290]",
MX-M3658N_20260813_185511_017.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_017.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_017.png,fill_blank_score_text,0,0.7586380243301392,paddleocr,FillBlank,填空题,score,"[125, 1040, 95, 60]",
MX-M3658N_20260813_185511_017.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_017.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_017.png,fill_q12_answer_text,,0.0,paddleocr,Q12,第12题填空题,answer,"[170, 1110, 225, 50]",
MX-M3658N_20260813_185511_017.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_017.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_017.png,fill_q13_answer_text,,0.0,paddleocr,Q13,第13题填空题,answer,"[485, 1110, 225, 50]",
MX-M3658N_20260813_185511_017.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_017.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_017.png,fill_q14_answer_text,,0.0,paddleocr,Q14,第14题填空题,answer,"[790, 1110, 225, 50]",
MX-M3658N_20260813_185511_017.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_017.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_017.png,q14_score_text,(0,0.777651309967041,paddleocr,Q14,第14题解答题,score,"[125, 1215, 95, 65]",
MX-M3658N_20260813_185511_017.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_017.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_017.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1285, 1020, 290]",
MX-M3658N_20260813_185511_018.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_018.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_018.png,fill_blank_score_text,:10,0.6940422654151917,paddleocr,FillBlank,填空题,score,"[125, 1040, 95, 60]",
MX-M3658N_20260813_185511_018.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_018.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_018.png,fill_q12_answer_text,,0.0,paddleocr,Q12,第12题填空题,answer,"[170, 1110, 225, 50]",
MX-M3658N_20260813_185511_018.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_018.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_018.png,fill_q13_answer_text,,0.0,paddleocr,Q13,第13题填空题,answer,"[485, 1110, 225, 50]",
MX-M3658N_20260813_185511_018.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_018.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_018.png,fill_q14_answer_text,,0.0,paddleocr,Q14,第14题填空题,answer,"[790, 1110, 225, 50]",
MX-M3658N_20260813_185511_018.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_018.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_018.png,q14_score_text,0,0.7742079496383667,paddleocr,Q14,第14题解答题,score,"[125, 1215, 95, 65]",
MX-M3658N_20260813_185511_018.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_018.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_018.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1285, 1020, 290]",
MX-M3658N_20260813_185511_019.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_019.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_019.png,fill_blank_score_text,1,0.39451977610588074,paddleocr,FillBlank,填空题,score,"[125, 1040, 95, 60]",
MX-M3658N_20260813_185511_019.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_019.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_019.png,fill_q12_answer_text,,0.0,paddleocr,Q12,第12题填空题,answer,"[170, 1110, 225, 50]",
MX-M3658N_20260813_185511_019.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_019.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_019.png,fill_q13_answer_text,,0.0,paddleocr,Q13,第13题填空题,answer,"[485, 1110, 225, 50]",
MX-M3658N_20260813_185511_019.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_019.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_019.png,fill_q14_answer_text,,0.0,paddleocr,Q14,第14题填空题,answer,"[790, 1110, 225, 50]",
MX-M3658N_20260813_185511_019.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_019.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_019.png,q14_score_text,90,0.7324414253234863,paddleocr,Q14,第14题解答题,score,"[125, 1215, 95, 65]",
MX-M3658N_20260813_185511_019.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_019.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_019.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1285, 1020, 290]",
MX-M3658N_20260813_185511_020.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_020.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_020.png,fill_blank_score_text,：/0,0.5004166960716248,paddleocr,FillBlank,填空题,score,"[125, 1040, 95, 60]",
MX-M3658N_20260813_185511_020.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_020.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_020.png,fill_q12_answer_text,,0.0,paddleocr,Q12,第12题填空题,answer,"[170, 1110, 225, 50]",
MX-M3658N_20260813_185511_020.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_020.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_020.png,fill_q13_answer_text,,0.0,paddleocr,Q13,第13题填空题,answer,"[485, 1110, 225, 50]",
MX-M3658N_20260813_185511_020.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_020.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_020.png,fill_q14_answer_text,,0.0,paddleocr,Q14,第14题填空题,answer,"[790, 1110, 225, 50]",
MX-M3658N_20260813_185511_020.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_020.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_020.png,q14_score_text,18,0.939609169960022,paddleocr,Q14,第14题解答题,score,"[125, 1215, 95, 65]",
MX-M3658N_20260813_185511_020.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_020.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_020.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1285, 1020, 290]",
